Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa),Avg Temperature (K)_2,Max Temperature (K)_2,Min Temperature (K)_2,Precipitation (kg m**-2)_2,Relative Humidity (%)_2,Wind Gust (m s**-1)_2,Wind Speed (m s**-1)_2,Downward Shortwave Radiation Flux (W m**-2)_2,Vapor Pressure Deficit (kPa)_2,Avg Temperature (K)_3,Max Temperature (K)_3,Min Temperature (K)_3,Precipitation (kg m**-2)_3,Relative Humidity (%)_3,Wind Gust (m s**-1)_3,Wind Speed (m s**-1)_3,Downward Shortwave Radiation Flux (W m**-2)_3,Vapor Pressure Deficit (kPa)_3,Avg Temperature (K)_4,Max Temperature (K)_4,Min Temperature (K)_4,Precipitation (kg m**-2)_4,Relative Humidity (%)_4,Wind Gust (m s**-1)_4,Wind Speed (m s**-1)_4,Downward Shortwave Radiation Flux (W m**-2)_4,Vapor Pressure Deficit (kPa)_4,Avg Temperature (K)_5,Max Temperature (K)_5,Min Temperature (K)_5,Precipitation (kg m**-2)_5,Relative Humidity (%)_5,Wind Gust (m s**-1)_5,Wind Speed (m s**-1)_5,Downward Shortwave Radiation Flux (W m**-2)_5,Vapor Pressure Deficit (kPa)_5,Avg Temperature (K)_6,Max Temperature (K)_6,Min Temperature (K)_6,Precipitation (kg m**-2)_6,Relative Humidity (%)_6,Wind Gust (m s**-1)_6,Wind Speed (m s**-1)_6,Downward Shortwave Radiation Flux (W m**-2)_6,Vapor Pressure Deficit (kPa)_6,Avg Temperature (K)_7,Max Temperature (K)_7,Min Temperature (K)_7,Precipitation (kg m**-2)_7,Relative Humidity (%)_7,Wind Gust (m s**-1)_7,Wind Speed (m s**-1)_7,Downward Shortwave Radiation Flux (W m**-2)_7,Vapor Pressure Deficit (kPa)_7,Avg Temperature (K)_8,Max Temperature (K)_8,Min Temperature (K)_8,Precipitation (kg m**-2)_8,Relative Humidity (%)_8,Wind Gust (m s**-1)_8,Wind Speed (m s**-1)_8,Downward Shortwave Radiation Flux (W m**-2)_8,Vapor Pressure Deficit (kPa)_8,Avg Temperature (K)_9,Max Temperature (K)_9,Min Temperature (K)_9,Precipitation (kg m**-2)_9,Relative Humidity (%)_9,Wind Gust (m s**-1)_9,Wind Speed (m s**-1)_9,Downward Shortwave Radiation Flux (W m**-2)_9,Vapor Pressure Deficit (kPa)_9,Avg Temperature (K)_10,Max Temperature (K)_10,Min Temperature (K)_10,Precipitation (kg m**-2)_10,Relative Humidity (%)_10,Wind Gust (m s**-1)_10,Wind Speed (m s**-1)_10,Downward Shortwave Radiation Flux (W m**-2)_10,Vapor Pressure Deficit (kPa)_10,Avg Temperature (K)_11,Max Temperature (K)_11,Min Temperature (K)_11,Precipitation (kg m**-2)_11,Relative Humidity (%)_11,Wind Gust (m s**-1)_11,Wind Speed (m s**-1)_11,Downward Shortwave Radiation Flux (W m**-2)_11,Vapor Pressure Deficit (kPa)_11,Avg Temperature (K)_12,Max Temperature (K)_12,Min Temperature (K)_12,Precipitation (kg m**-2)_12,Relative Humidity (%)_12,Wind Gust (m s**-1)_12,Wind Speed (m s**-1)_12,Downward Shortwave Radiation Flux (W m**-2)_12,Vapor Pressure Deficit (kPa)_12,yield,asd_desc_EAST,asd_desc_EAST CENTRAL,asd_desc_EAST SOUTHEAST,asd_desc_LOWER DELTA,asd_desc_NORTH CENTRAL,asd_desc_NORTHEAST,asd_desc_NORTHWEST,asd_desc_SOUTHEAST,asd_desc_SOUTHWEST,asd_desc_UPPER DELTA,asd_desc_WEST,asd_desc_WEST SOUTHWEST
270.11363440860214,273.5483870967742,267.5870752688172,3.4955806451612905,84.09354838709677,6.0017311827957,3.7884731182795695,806.4268817204301,0.0666451612903225,275.06611904761905,280.8049047619048,270.9153928571429,1.6978214285714284,73.9,6.866345238095239,4.014964285714286,2579.0488095238097,0.2131428571428571,275.72690322580644,281.11455913978494,271.9039354838709,3.959075268817205,72.31505376344086,7.468623655913978,4.715387096774194,2644.2344086021503,0.2172150537634408,284.1592888888889,290.3258,279.2544111111111,4.909077777777778,70.96,7.278922222222222,4.422433333333333,3659.753366666667,0.4782444444444444,287.03656989247315,293.0183978494624,282.2610322580645,5.729548387096774,72.75806451612904,6.583215053763441,3.9204516129032254,3971.395731182796,0.5244193548387097,294.36578888888886,300.5134,288.8108222222222,4.808122222222222,65.21,6.192611111111112,3.408811111111111,5985.217811111112,1.0095555555555555,295.30066666666664,300.2648602150538,290.7926989247312,12.86490322580645,78.16021505376344,4.445,2.4385591397849464,5311.155913978495,0.6434408602150538,292.8320967741936,298.0001612903226,288.2275376344086,1.9961827956989249,77.96774193548387,4.353516129032259,2.364451612903226,4807.963440860215,0.5727849462365591,291.51165555555554,298.044,286.21437777777777,0.3333222222222222,72.93111111111111,4.7565333333333335,2.490888888888889,4760.402222222222,0.7121444444444445,285.67348387096774,290.77070967741935,281.82437634408603,6.977806451612904,75.92150537634409,6.886903225806451,3.876698924731183,2053.159139784946,0.420752688172043,276.06666666666666,280.1878222222222,272.65264444444443,1.7049333333333332,76.7,6.3030333333333335,3.538533333333333,1442.2311111111112,0.1900444444444444,269.08336559139786,273.44082795698927,265.5272365591398,0.9916236559139784,73.46881720430108,6.418860215053763,3.824655913978495,1435.832258064516,0.1429247311827957,85.5,False,False,False,False,False,True,False,False,False,False,False,False
272.77407661290323,277.25516532258064,269.6711612903226,1.2710201612903227,81.4165322580645,6.768814516129032,4.399072580645162,1109.3201612903226,0.1097459677419354,278.7566607142857,285.6380848214286,273.7000044642857,1.2030625,67.55848214285714,6.875790178571428,4.211553571428572,2825.1165178571428,0.3509017857142857,279.8283911290323,286.0272540322581,275.59670564516125,3.5565443548387097,67.24314516129031,7.402975806451613,5.049741935483871,3001.0060483870966,0.3611854838709677,287.21143333333333,293.6236083333333,282.18037083333337,5.262575,68.66875,6.924166666666666,4.051291666666667,3994.5392,0.6188208333333333,290.31543951612906,296.58456451612903,285.0237137096774,4.296225806451613,71.24879032258065,6.53716129032258,3.546568548387097,5198.700032258064,0.6857137096774193,296.37707083333333,302.3375041666667,290.48206666666664,10.007537500000002,64.74083333333333,6.020333333333332,3.1512291666666665,7043.251283333333,1.1220916666666667,298.3226733870968,304.0242298387097,292.81100403225804,2.577983870967742,74.47258064516129,4.581891129032258,2.354282258064516,6977.077419354839,0.938983870967742,294.4736612903226,299.957435483871,289.34920161290324,5.74520564516129,77.44112903225808,3.8495,2.0161975806451613,5629.154435483872,0.6582459677419356,293.3800125,300.42429583333336,287.1928416666667,0.7936958333333333,69.22583333333334,4.6465375,2.5224708333333337,5219.44125,0.8815958333333334,287.6621572580645,293.9487016129032,283.49908064516126,4.716012096774193,71.02983870967742,6.82758064516129,3.89425,2324.2100806451613,0.5501774193548387,279.16326250000003,285.0977166666667,274.4328125,1.4554041666666668,67.94708333333332,6.724666666666667,4.151225,1915.9275,0.3417166666666666,272.1163629032258,277.8616451612903,267.82273387096774,0.5968225806451612,64.69516129032257,6.870310483870968,4.524443548387096,1770.8241935483873,0.2512903225806451,80.8,False,False,False,False,False,False,False,False,False,False,True,False
271.19906571087216,274.5385902031063,268.6023524492234,2.450332138590203,83.42150537634409,6.974449223416965,4.4991517323775385,918.6077658303464,0.0814755077658303,276.24622883597885,282.6454854497354,271.55803174603176,1.0558425925925925,72.3047619047619,7.188324074074074,4.395928571428572,2786.2617724867723,0.2564312169312169,277.4271063321386,282.8389247311828,273.57821863799285,3.110641577060932,69.66594982078853,7.918831541218638,5.299170848267623,2810.8811230585425,0.2669569892473118,285.3237987654321,291.58707901234567,280.22163703703706,4.732366666666667,69.78555555555556,7.430991358024691,4.418198765432098,3973.963737037037,0.5322172839506173,288.18407765830347,294.2377037037037,283.0758303464755,4.038186379928315,71.3194743130227,7.031118279569893,4.139291517323775,4635.2815137395455,0.6051302270011947,295.34266790123456,301.2994172839506,289.4437703703704,2.474795061728395,63.193580246913584,6.462235802469136,3.568743209876543,6886.8369469135805,1.1064913580246911,296.19644086021503,301.78247192353643,290.9543237753883,4.744246117084827,76.82138590203107,4.559708482676225,2.430646356033453,6055.80908004779,0.7372568697729988,293.25585185185184,298.7986953405018,288.0613476702509,1.589857825567503,76.66451612903225,4.252365591397849,2.2956929510155315,5255.973835125447,0.6332688172043012,292.1627222222222,299.41862469135805,285.85312592592595,0.3527086419753086,68.88234567901235,4.86247901234568,2.7045283950617285,5149.094074074074,0.8473592592592593,286.5803859020311,292.3259151732378,282.25853763440864,5.754394265232975,72.15459976105137,6.975863799283154,4.024928315412186,2147.1657108721624,0.5210931899641577,276.7370864197531,281.65615925925925,272.62803456790124,2.058649382716049,73.12950617283951,6.7086901234567895,4.063411111111111,1586.7114814814815,0.2407259259259259,269.9193882915173,275.1122031063321,265.93626881720434,1.0268279569892471,69.00023894862605,6.914335722819594,4.496593787335723,1738.5205495818398,0.1881720430107527,90.4,False,False,False,False,False,False,True,False,False,False,False,False
274.6092494623656,279.5751870967742,271.12575268817204,0.9713505376344086,77.53376344086021,6.444230107526882,4.250481720430107,1174.784946236559,0.1675806451612903,280.2983404761905,286.8600071428572,275.286369047619,0.760045238095238,63.87476190476191,6.113154761904762,3.9450857142857134,2791.401428571429,0.4125857142857143,281.5245720430108,287.7645720430108,277.19410967741936,2.723051612903226,63.99032258064516,7.012896774193548,4.978976344086022,2925.4391397849463,0.4400602150537634,288.5558888888889,294.8333577777778,283.6936866666667,5.868602222222222,66.64933333333333,6.459293333333333,3.9220266666666666,4269.067811111111,0.6996044444444445,291.4217010752688,297.7918387096774,286.3949225806452,3.83398064516129,70.05655913978495,5.968004301075268,3.345782795698925,5779.743473118279,0.7529376344086022,296.8801355555555,302.58798,291.51827555555553,3.833242222222222,64.67822222222222,5.263706666666667,2.90668,7248.1131444444445,1.1489355555555554,299.52240860215056,304.94895698924734,294.54053548387094,3.343043010752688,70.87118279569893,4.182030107526882,2.2908236559139783,7109.982365591398,1.135133333333333,295.7358838709677,300.94490752688176,290.8419806451613,3.8570623655913976,75.05354838709678,3.622215053763441,2.023879569892473,5929.467956989248,0.7753376344086021,294.59421111111106,301.20814666666666,288.80934444444443,0.4264511111111111,67.936,4.23118,2.4176066666666665,5211.428444444444,0.9575555555555556,288.6085806451613,294.5902623655914,284.3873612903226,3.9940301075268816,71.03139784946237,6.145933333333333,3.678578494623656,2504.0713978494623,0.5736150537634408,281.03295777777777,287.0423311111111,276.4548355555556,1.2074177777777777,66.43666666666667,6.316024444444444,3.994006666666667,2034.0973333333327,0.4019711111111111,274.00015698924733,279.9113505376344,269.86542150537633,0.536589247311828,64.6189247311828,6.372249462365591,4.390350537634409,1915.8165591397849,0.2861462365591398,54.1,False,False,False,False,False,False,False,False,False,False,False,True
272.9957177419355,277.4775725806452,269.8605,1.2129193548387098,82.38225806451614,6.680943548387098,4.523381720430108,1064.669086021505,0.1059059139784946,278.7400535714286,285.55590476190474,273.67225297619046,1.0597886904761904,68.41488095238095,6.799714285714286,4.375892857142857,2769.860714285714,0.337125,279.80335483870965,285.9782795698925,275.4806424731183,3.346459677419355,68.07419354838709,7.4235483870967744,5.373255376344086,2913.65994623656,0.3495241935483871,287.32860555555555,293.7810166666667,282.17603055555554,4.451041666666667,68.75999999999999,6.973052777777777,4.241705555555555,3896.3903111111113,0.6244166666666666,290.482061827957,296.93828225806453,285.1131639784946,4.146690860215053,71.38091397849463,6.58777688172043,3.688663978494624,5078.555677419355,0.7099677419354838,296.4565777777778,302.4174527777778,290.6819,8.476558333333333,64.80805555555555,5.937619444444445,3.1870833333333333,7108.750311111112,1.1289083333333332,298.24463978494623,303.9039193548387,292.6564274193548,2.3685967741935485,75.4236559139785,4.435962365591398,2.3485752688172044,6918.862365591397,0.8991559139784946,294.59298924731183,300.0732069892473,289.4359139784946,4.218411290322581,78.01021505376345,3.789537634408602,2.0688548387096777,5746.5470430107525,0.6484865591397849,293.5190888888889,300.8111777777778,287.09631388888886,0.4650555555555555,68.89166666666667,4.605997222222222,2.6876583333333333,5163.7225,0.9206277777777776,287.891997311828,294.171938172043,283.6136290322581,5.500413978494624,72.05779569892474,6.858459677419355,4.146233870967742,2289.556989247312,0.5425456989247311,279.19843333333336,285.088775,274.60023333333334,1.6852027777777778,71.1375,6.627208333333334,4.462955555555555,1913.688055555556,0.3070694444444444,272.193376344086,277.8942231182796,268.03202150537635,0.5460215053763441,66.41048387096774,6.74577688172043,4.667198924731183,1805.6,0.239502688172043,56.0,False,False,False,False,False,False,False,False,False,False,False,True
273.08818322580646,277.3990012903226,269.86547870967746,3.037064516129032,85.52374193548387,7.374996129032258,4.833167741935484,995.6859354838708,0.0823987096774193,278.1746228571429,284.70472,273.33931,0.9356514285714286,73.77128571428571,7.488790000000001,4.51422,2736.6277142857143,0.2604542857142857,279.10615096774194,284.7159793548387,274.9856812903226,2.4515767741935486,70.96412903225806,7.914486451612903,5.211442580645161,2986.297032258065,0.2892683870967741,287.34533466666664,293.71286933333334,282.28803066666666,6.434042666666667,69.97986666666667,7.882548,4.735501333333334,4186.1775,0.5975013333333333,289.8071174193548,296.1029148387097,284.83464258064515,5.559267096774193,72.53070967741935,7.322291612903226,4.407014193548387,4676.210612903226,0.6655445161290323,296.26266533333336,302.274004,290.37129200000004,2.9192120000000004,61.85853333333333,6.697137333333333,3.656969333333333,7293.874433333333,1.2191333333333334,297.4144748387097,302.9197587096774,292.20815870967743,5.685668387096774,76.66658064516129,4.701970322580645,2.501623225806452,6101.707483870968,0.8027187096774193,294.4081380645161,300.223255483871,289.0450038709677,3.751304516129032,76.53780645161291,4.241238709677419,2.2458683870967744,5612.061806451613,0.6928606451612903,293.31248,300.458056,287.171248,1.5457746666666663,70.15986666666667,4.790336,2.5586426666666666,5042.551733333333,0.87028,287.4627806451613,293.2595187096774,282.95676258064515,6.49529935483871,75.31677419354838,6.950963870967742,3.95772,2273.870967741936,0.4842103225806451,278.82654933333333,284.2450493333333,274.58851066666665,3.439464,76.1172,7.209122666666667,4.344454666666667,1700.9990666666667,0.240884,271.61310967741935,276.99358193548386,267.57928000000004,1.1324283870967742,71.27367741935484,7.137122580645162,4.584245161290323,1753.439483870968,0.194458064516129,78.2,True,False,False,False,False,False,False,False,False,False,False,False
274.5176129032258,278.7753462365592,270.96767311827955,3.602868817204301,83.98817204301075,6.8045720430107535,4.483232258064516,1023.4043010752688,0.1045784946236559,278.92919047619046,284.85117857142853,274.5855619047619,1.0315476190476192,74.36785714285715,6.630673809523809,4.174595238095238,2613.9142857142856,0.2506404761904762,280.0112516129032,285.3114215053763,275.8594924731183,2.725593548387097,70.62043010752689,7.08989247311828,5.018731182795699,3063.1427956989246,0.3070881720430107,287.71825333333334,294.0989622222222,282.67544,11.51640888888889,71.80644444444445,6.992384444444444,4.126015555555556,3993.2720333333336,0.5635066666666667,290.585064516129,296.47628387096773,285.8290946236559,5.631855913978495,74.51591397849462,6.581554838709678,3.790264516129032,5268.397451612903,0.6225354838709677,296.0628044444444,302.1140555555556,290.10424,4.147775555555556,66.902,5.868851111111112,3.087606666666667,6895.655811111111,1.05404,297.5092623655914,303.03342150537634,292.4933397849462,6.976572043010753,79.69956989247312,4.338365591397849,2.305440860215054,6270.24688172043,0.7190086021505376,294.6579161290323,300.6449827956989,289.1025655913978,3.84354623655914,78.06408602150539,3.714006451612903,1.965468817204301,5824.962795698925,0.6617333333333334,293.4054244444444,300.80998222222223,287.02002,1.3006866666666663,70.78888888888889,4.325975555555556,2.4849177777777776,4803.090888888889,0.8626777777777778,287.3394580645161,292.7864537634409,283.2294064516129,9.350621505376344,78.50172043010754,5.688836559139785,3.4432946236559143,2337.778494623656,0.4051354838709677,279.6222,285.06078,275.5469333333333,4.441022222222222,76.07777777777778,6.381708888888888,4.075195555555555,1919.6424444444444,0.24846,272.5601376344086,277.708511827957,268.70318494623655,1.7831698924731183,73.07720430107527,6.398060215053763,4.276055913978494,1598.6860215053764,0.1858537634408602,78.3,False,False,True,False,False,False,False,False,False,False,False,False
275.72962096774194,279.91310483870967,272.26542741935486,3.707391129032258,83.18951612903226,6.656157258064517,4.417947580645161,1082.341129032258,0.1238548387096774,280.1729955357143,286.2815044642857,275.9007321428572,0.9500892857142856,73.16875,6.267071428571429,4.057808035714285,2596.119196428572,0.29165625,281.0936814516129,287.06012903225803,276.8775846774193,2.5648387096774194,71.35,6.8256895161290325,5.245129032258064,3068.793951612903,0.3259556451612903,288.4846083333333,294.75592500000005,283.699475,12.685745833333334,73.15958333333333,6.3548,3.7062625,3922.9287833333337,0.5640625,291.73477822580645,297.6539435483871,287.00362903225806,4.8924798387096775,73.21612903225805,6.349197580645161,3.512629032258064,5405.950435483871,0.7071370967741936,296.833275,303.00928333333337,290.8111416666667,4.3569625,66.87916666666666,5.248841666666666,2.8034708333333334,6810.577950000001,1.1119458333333334,298.59821774193546,304.2418387096774,293.30635080645163,5.144782258064516,77.2233870967742,4.171072580645161,2.126120967741936,6633.020161290323,0.8714274193548387,295.4270120967742,301.28094758064515,290.0619637096774,2.599008064516129,76.72862903225807,3.3333306451612907,1.788814516129032,5605.191532258064,0.7359395161290323,294.2423791666667,301.7461583333333,287.7010458333333,1.4294916666666666,68.04041666666667,4.031725,2.367179166666667,4741.7525000000005,1.0012208333333334,288.278875,294.36791532258064,283.6329959677419,5.224834677419355,73.55362903225806,5.538850806451613,3.560729838709677,2502.581048387097,0.5420846774193548,280.6031333333333,286.39566666666667,276.3432166666667,4.704016666666666,74.41541666666667,6.0950625,4.195945833333334,1897.48625,0.2892708333333333,273.9264193548387,279.5290322580645,269.81465322580647,1.4629879032258064,69.78709677419356,6.101427419354839,4.352802419354839,1768.024193548387,0.2332096774193548,76.3,False,False,True,False,False,False,False,False,False,False,False,False
275.8594157706093,280.1793154121864,272.5067741935484,2.826448028673835,80.81290322580645,6.57900358422939,4.400808243727599,1220.018458781362,0.146252688172043,280.7963472222222,287.3572321428572,276.21067063492063,0.6374146825396826,68.3498015873016,6.582168650793651,4.2735337301587295,2921.798015873016,0.3653273809523809,281.8254892473118,287.9463870967742,277.51864516129035,2.566822580645161,68.0304659498208,7.129476702508961,5.420587813620072,2944.51146953405,0.3870519713261648,288.7875629629629,294.88931481481484,284.09063148148147,10.167464814814814,70.52111111111111,6.449270370370371,3.9105814814814814,3953.1802185185184,0.6274203703703704,291.7877544802868,297.68612903225807,286.8599838709677,4.744460573476703,71.93512544802869,6.314863799283154,3.5475537634408605,5825.52117921147,0.7354659498207885,296.87053148148146,302.8148962962963,291.05179444444445,3.211524074074074,66.59462962962962,5.183998148148148,2.849475925925926,6971.04207037037,1.1049814814814811,299.3371594982079,304.9463154121864,293.9876003584229,4.250566308243728,73.80824372759857,4.282347670250896,2.2680017921146955,7061.963978494624,1.0402974910394265,295.9391129032258,301.6547634408602,290.73557347670254,4.01744623655914,75.20913978494623,3.5352025089605736,1.9658243727598568,5837.287275985663,0.8026379928315412,294.6430851851852,301.9774351851852,288.2014277777778,1.589412962962963,68.16722222222222,3.959851851851852,2.384248148148148,5215.632407407407,1.0040777777777778,288.911,295.5664659498208,283.8719605734767,2.4273082437275986,69.4489247311828,5.974978494623656,3.958471326164874,2671.8143369175627,0.6469695340501792,281.19504074074075,287.3216537037037,276.4714740740741,2.88417962962963,70.82462962962964,6.299348148148148,4.465718518518519,2062.465740740741,0.3497925925925926,274.28370609318995,280.2274623655914,269.9499784946236,1.275736559139785,68.0831541218638,6.217840501792114,4.52494265232975,1831.035483870968,0.2604731182795698,74.8,False,False,False,False,False,False,False,False,True,False,False,False
275.17358602150534,279.34246236559136,271.576688172043,3.7763790322580646,83.17284946236559,6.651075268817204,4.506215053763441,1003.5486559139785,0.1175806451612903,279.39158928571425,285.18227083333335,275.20707142857145,1.3621458333333334,74.14226190476191,6.329872023809524,4.091035714285714,2547.0291666666667,0.2596785714285714,280.4810967741936,285.8828252688172,276.2578548387097,2.420758064516129,70.01317204301075,6.897672043010753,5.2482473118279565,3048.28870967742,0.3268037634408602,288.171375,294.6625055555555,283.12729444444443,9.989230555555556,70.57916666666667,6.644038888888888,3.947172222222222,3976.9267,0.60445,291.16042741935485,297.1281639784946,286.36946505376346,6.190443548387098,72.93494623655914,6.428174731182796,3.6248360215053768,5458.521537634409,0.6913897849462366,296.3190833333333,302.41794166666665,290.2202833333333,5.027597222222222,66.24111111111111,5.601330555555555,3.005627777777778,7033.284477777778,1.1013472222222225,297.7735322580645,303.33334139784944,292.69786290322577,6.427043010752689,79.20483870967742,4.225403225806452,2.2286720430107527,6415.423924731183,0.753494623655914,294.8923467741935,300.7278817204301,289.4012553763441,5.380741935483871,77.85860215053764,3.4971612903225804,1.9036989247311829,5866.046774193548,0.6785241935483871,293.52893611111114,300.7726888888889,287.24032222222223,1.979005555555556,70.83166666666668,4.159683333333334,2.4699166666666668,4672.745,0.8621055555555556,287.60293548387097,293.30059677419354,283.2093225806452,9.206841397849464,76.7228494623656,5.430327956989248,3.555206989247312,2334.2169354838707,0.459486559139785,280.0502861111111,285.6545888888889,275.93099166666667,4.707213888888889,74.86805555555556,6.180988888888889,4.282444444444445,1853.0583333333327,0.2709083333333333,273.051623655914,278.4029032258065,268.9730241935484,1.5904516129032258,71.76639784946236,6.150048387096775,4.401282258064517,1614.3467741935483,0.204505376344086,73.2,False,False,True,False,False,False,False,False,False,False,False,False
