year,state,county,Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa),Avg Temperature (K)_2,Max Temperature (K)_2,Min Temperature (K)_2,Precipitation (kg m**-2)_2,Relative Humidity (%)_2,Wind Gust (m s**-1)_2,Wind Speed (m s**-1)_2,Downward Shortwave Radiation Flux (W m**-2)_2,Vapor Pressure Deficit (kPa)_2,Avg Temperature (K)_3,Max Temperature (K)_3,Min Temperature (K)_3,Precipitation (kg m**-2)_3,Relative Humidity (%)_3,Wind Gust (m s**-1)_3,Wind Speed (m s**-1)_3,Downward Shortwave Radiation Flux (W m**-2)_3,Vapor Pressure Deficit (kPa)_3,Avg Temperature (K)_4,Max Temperature (K)_4,Min Temperature (K)_4,Precipitation (kg m**-2)_4,Relative Humidity (%)_4,Wind Gust (m s**-1)_4,Wind Speed (m s**-1)_4,Downward Shortwave Radiation Flux (W m**-2)_4,Vapor Pressure Deficit (kPa)_4,Avg Temperature (K)_5,Max Temperature (K)_5,Min Temperature (K)_5,Precipitation (kg m**-2)_5,Relative Humidity (%)_5,Wind Gust (m s**-1)_5,Wind Speed (m s**-1)_5,Downward Shortwave Radiation Flux (W m**-2)_5,Vapor Pressure Deficit (kPa)_5,Avg Temperature (K)_6,Max Temperature (K)_6,Min Temperature (K)_6,Precipitation (kg m**-2)_6,Relative Humidity (%)_6,Wind Gust (m s**-1)_6,Wind Speed (m s**-1)_6,Downward Shortwave Radiation Flux (W m**-2)_6,Vapor Pressure Deficit (kPa)_6,Avg Temperature (K)_7,Max Temperature (K)_7,Min Temperature (K)_7,Precipitation (kg m**-2)_7,Relative Humidity (%)_7,Wind Gust (m s**-1)_7,Wind Speed (m s**-1)_7,Downward Shortwave Radiation Flux (W m**-2)_7,Vapor Pressure Deficit (kPa)_7,Avg Temperature (K)_8,Max Temperature (K)_8,Min Temperature (K)_8,Precipitation (kg m**-2)_8,Relative Humidity (%)_8,Wind Gust (m s**-1)_8,Wind Speed (m s**-1)_8,Downward Shortwave Radiation Flux (W m**-2)_8,Vapor Pressure Deficit (kPa)_8,Avg Temperature (K)_9,Max Temperature (K)_9,Min Temperature (K)_9,Precipitation (kg m**-2)_9,Relative Humidity (%)_9,Wind Gust (m s**-1)_9,Wind Speed (m s**-1)_9,Downward Shortwave Radiation Flux (W m**-2)_9,Vapor Pressure Deficit (kPa)_9,Avg Temperature (K)_10,Max Temperature (K)_10,Min Temperature (K)_10,Precipitation (kg m**-2)_10,Relative Humidity (%)_10,Wind Gust (m s**-1)_10,Wind Speed (m s**-1)_10,Downward Shortwave Radiation Flux (W m**-2)_10,Vapor Pressure Deficit (kPa)_10,Avg Temperature (K)_11,Max Temperature (K)_11,Min Temperature (K)_11,Precipitation (kg m**-2)_11,Relative Humidity (%)_11,Wind Gust (m s**-1)_11,Wind Speed (m s**-1)_11,Downward Shortwave Radiation Flux (W m**-2)_11,Vapor Pressure Deficit (kPa)_11,Avg Temperature (K)_12,Max Temperature (K)_12,Min Temperature (K)_12,Precipitation (kg m**-2)_12,Relative Humidity (%)_12,Wind Gust (m s**-1)_12,Wind Speed (m s**-1)_12,Downward Shortwave Radiation Flux (W m**-2)_12,Vapor Pressure Deficit (kPa)_12,yield,commodity_desc,asd_desc
2017,IOWA,ADAIR,270.20166397849465,273.7975806451613,267.5340215053764,1.457521505376344,82.37930107526881,6.873225806451614,4.071862903225807,1240.9819892473115,0.0812446236559139,275.7219583333333,282.6124017857143,270.9183244047619,1.4037767857142858,71.89375,7.642095238095239,4.3559761904761904,2894.771130952381,0.2684404761904762,277.8064650537635,284.2187795698925,273.41025806451614,2.5111209677419355,68.8744623655914,8.12519623655914,5.086951612903226,2560.3064516129034,0.3249112903225806,284.7214055555556,290.77944444444444,280.1176638888889,3.992086111111112,71.68055555555556,7.567025,4.592225,3476.508366666667,0.4733805555555556,289.02113709677417,295.5770913978495,283.5139220430108,3.8668225806451617,67.57822580645161,7.325873655913978,4.3305,5628.826913978494,0.7270510752688173,295.7891,302.0723888888889,289.71779444444445,3.2305666666666664,64.55722222222222,6.884680555555556,3.939977777777778,7336.502255555555,1.1064027777777778,298.05827150537635,303.7375241935484,292.8961102150538,1.5561854838709677,75.16720430107527,4.97925,2.732967741935484,6859.919354838709,0.8938978494623655,293.55614247311826,299.7499623655914,288.47380645161286,6.845680107526881,77.56586021505376,4.556126344086021,2.523577956989248,5115.747849462366,0.6381801075268817,292.9955638888889,299.63387222222224,287.4422055555556,4.103275,73.85555555555555,5.868311111111112,3.050663888888889,4745.831944444444,0.7300333333333333,285.154938172043,291.1365215053763,280.8841209677419,5.719844086021506,70.27876344086022,8.272688172043011,4.573838709677419,2364.7451612903224,0.4630591397849463,277.1559972222222,283.0754,272.5674638888889,0.6057361111111111,68.35888888888888,7.463644444444444,4.207716666666666,1937.828888888889,0.2893583333333333,269.6695725806452,274.877997311828,265.3747446236559,0.8129596774193548,68.32768817204301,7.703693548387096,4.474161290322581,1786.7456989247312,0.2023360215053763,175.2,CORN,SOUTHWEST
2017,IOWA,ADAMS,270.29233870967744,274.35207258064514,267.3554758064516,1.5142782258064515,81.84637096774195,6.427810483870967,3.812052419354839,1210.704435483871,0.084766129032258,276.01198660714283,283.51350446428575,270.4382276785714,1.0971830357142858,68.81517857142858,6.97446875,4.036428571428571,2880.664732142857,0.3071875,278.52085887096774,285.1924717741935,273.8326048387097,2.549451612903226,67.27862903225805,7.778512096774193,4.932524193548387,2592.3600806451614,0.3638387096774193,285.0839666666667,291.1107416666666,280.3985,4.471316666666667,71.70333333333333,7.370970833333333,4.475583333333334,3566.03045,0.4824791666666667,289.4335806451613,295.9568346774193,283.77456451612903,2.689778225806452,67.31975806451612,6.977649193548388,4.156326612903226,5730.1685806451615,0.7512862903225807,295.98831249999995,302.3682708333333,289.92052083333334,5.417516666666667,65.44083333333333,6.477725,3.6877291666666654,7083.76295,1.10195,298.1428548387097,303.53393548387095,292.93721774193546,5.008330645161291,76.52137096774193,4.7490362903225805,2.608258064516129,6959.110483870967,0.8420887096774193,293.71136290322585,299.9228508064516,288.2873830645161,3.901108870967742,77.39395161290322,4.248633064516129,2.386616935483871,5108.033870967742,0.6511653225806452,293.41981666666663,300.23274166666664,287.63279166666666,2.8522625,72.33791666666666,5.551083333333334,2.9319,4758.755833333333,0.7976125,285.5700282258064,291.78568548387096,281.077625,6.400584677419355,69.01451612903226,7.998153225806451,4.408806451612903,2372.057661290323,0.5011209677419355,277.586,283.71799583333336,272.8514125,0.8257791666666667,67.50666666666667,6.879670833333334,3.865283333333333,1950.32,0.3085,270.2044354838709,275.5696975806452,265.8248790322581,0.770475806451613,67.84556451612903,7.107072580645162,4.15041129032258,1792.9532258064517,0.2125887096774193,179.9,CORN,SOUTHWEST
2017,IOWA,ALLAMAKEE,267.8656298811545,270.6808268251274,265.2638455008489,3.617300509337861,81.92088285229202,5.723955857385398,3.3777843803056027,1123.3792869269948,0.0647572156196944,273.1015469924812,278.3516052631579,269.0521146616542,1.93187969924812,74.05770676691729,6.873941729323308,3.722943609022556,2836.344736842105,0.1798552631578947,274.6497758913412,279.43051612903224,271.2970967741935,2.202522920203735,71.4421052631579,7.543134125636672,4.397716468590832,2824.54753820034,0.2011782682512733,283.5514192982456,288.9302105263158,279.06030350877194,4.373301754385965,69.57877192982457,6.590070175438597,3.7043210526315793,3236.423542105263,0.4518684210526316,286.9581935483871,292.89567232597625,282.21633446519525,4.530572156196944,70.06281833616299,6.080650254668931,3.2416129032258065,4610.890694397283,0.5689151103565365,293.93418421052627,299.7379315789474,288.27091754385964,6.680878947368421,65.23157894736842,5.744750877192982,3.012929824561404,6398.113892982456,0.9846912280701754,295.3337724957555,300.6339083191851,290.6496315789474,5.604550084889644,76.23022071307301,4.116539898132428,2.179787775891341,5553.359762308998,0.7115942275042445,292.3168149405772,297.5077113752122,287.977168081494,3.2526943972835314,76.65382003395585,4.4178200339558575,2.3737266553480474,4617.421052631579,0.5921680814940576,291.6880929824561,298.1824438596491,286.3136649122807,2.525319298245614,72.39333333333333,5.26749649122807,2.6559157894736845,4464.883333333333,0.7196228070175439,284.73476061120545,289.7857724957555,281.16153480475384,5.104896434634974,73.7332767402377,7.275629881154498,3.710458404074703,1878.3084889643465,0.4287504244482173,275.4763105263158,279.9238035087719,271.7230087719298,0.9034438596491228,73.24771929824561,6.895310526315789,3.730736842105263,1594.0877192982457,0.210978947368421,267.865843803056,272.3222020373515,264.3796910016978,1.0239847198641765,71.87809847198642,6.6243259762309,3.696295415959253,1361.8972835314091,0.1397809847198642,190.5,CORN,NORTHEAST
2017,IOWA,APPANOOSE,271.0546532258065,275.01929435483873,268.0959112903226,2.129197580645161,80.41612903225807,6.976697580645161,4.1016008064516125,1060.903629032258,0.1005403225806451,277.3213482142857,284.78683035714283,271.68842410714285,0.6656830357142857,64.65133928571429,7.573107142857142,4.2700625,3025.3571428571427,0.38334375,278.8801451612904,285.31251612903225,274.2206008064516,2.7586129032258064,64.95322580645161,7.906596774193549,4.758266129032258,3201.490322580645,0.3749072580645161,285.65219583333334,292.0076208333333,280.7150291666667,4.506095833333333,69.54875,7.559883333333333,4.310229166666667,4495.327950000001,0.5462875,289.46098790322577,295.8269314516129,283.8056693548387,3.390923387096774,68.31209677419355,6.8412620967741935,3.73479435483871,6284.584709677419,0.7065524193548387,296.3106458333333,302.78447083333333,289.6414291666667,3.9251625,62.174166666666665,6.511475,3.5326416666666662,7841.827533333333,1.2266791666666668,298.4593266129032,304.4930806451613,292.7379395161291,0.9163629032258064,71.50564516129033,5.02054435483871,2.6668185483870968,7215.042741935485,1.0578145161290324,294.16218951612905,300.7162217741936,288.0997540322581,4.765935483870968,72.5834677419355,4.34429435483871,2.2718508064516127,6023.373387096774,0.814875,293.2328083333333,300.29618750000003,287.1051125,1.7768333333333333,70.30874999999999,5.3726666666666665,2.678075,5180.278333333334,0.8364166666666667,286.0247298387097,292.3525241935484,281.77955241935484,7.402282258064516,72.99596774193549,7.862568548387096,4.228870967741935,2600.058467741936,0.4501048387096774,277.9994875,283.39345,273.7008083333333,1.07685,69.86833333333334,7.241004166666666,3.9281916666666654,2033.8141666666668,0.2916291666666666,270.8040967741935,276.0958387096774,266.72643951612906,0.6445645161290323,66.96693548387097,7.4704233870967744,4.350685483870968,1717.4625,0.2163709677419354,170.0,CORN,SOUTH CENTRAL
2017,IOWA,AUDUBON,269.42816487455195,273.04504659498207,266.6399211469534,2.002702508960573,84.11505376344086,6.955458781362007,4.072784946236559,1308.6344086021506,0.0683620071684587,274.7378333333333,280.8640079365079,270.3905277777778,1.694265873015873,75.86904761904762,7.747210317460317,4.362630952380952,2986.175793650794,0.214281746031746,276.97275985663083,283.1329569892473,272.73120430107525,2.651659498207885,72.16594982078853,8.287899641577061,5.180068100358423,2549.381720430108,0.2786559139784946,283.9964925925926,290.1936851851852,279.4284555555556,2.849455555555555,72.91888888888889,7.5449518518518515,4.628311111111112,3861.3744777777774,0.4394,288.68697132616484,295.49443010752685,283.0887132616488,4.369494623655914,66.68853046594981,7.3137096774193555,4.374146953405018,5801.5179534050185,0.7548279569892473,295.7391407407408,302.3300925925926,289.4329,2.68565925925926,62.21518518518518,6.9555444444444445,4.048125925925926,7877.321514814815,1.1864555555555556,297.4326845878136,302.9852688172043,292.3540143369176,4.07347311827957,77.71541218637992,4.702720430107527,2.512820788530466,6918.5526881720425,0.7639749103942652,293.1637921146953,298.79248028673834,288.35621146953406,7.501275985663083,79.4068100358423,4.39768458781362,2.350587813620072,5659.745161290322,0.5592508960573477,292.6786666666667,299.0089111111111,287.34558888888887,3.495059259259259,74.17518518518519,5.902485185185185,3.1074333333333333,4787.8881481481485,0.7036148148148148,284.8509964157706,290.77399641577057,280.3895985663083,4.704670250896058,70.17777777777778,8.261408602150537,4.609186379928316,2401.125448028674,0.4634516129032258,276.5359888888889,282.5052925925926,271.8936444444444,0.605962962962963,68.40518518518519,7.458559259259259,4.253096296296296,2012.6866666666667,0.2773666666666666,269.1179211469534,274.13502508960573,264.7388422939068,0.6889426523297492,69.04731182795699,7.6411899641577055,4.440512544802868,1857.0695340501795,0.1909641577060932,211.2,CORN,WEST CENTRAL
2017,IOWA,BENTON,269.5293004032258,272.60854637096776,267.1361048387097,2.503217741935484,84.18004032258065,7.256034274193548,4.44060685483871,947.483870967742,0.066195564516129,274.9709799107143,281.6097544642857,270.22643526785714,0.9590066964285714,72.73035714285714,7.882383928571427,4.474102678571429,2991.315625,0.2458303571428571,276.17273991935485,281.92007459677416,272.2027479838709,1.9124899193548388,68.61955645161291,8.316292338709678,5.230451612903226,2862.2379032258063,0.2659495967741935,284.4699020833333,290.4542708333333,279.47103541666667,4.243479166666667,69.30645833333332,7.677189583333333,4.630945833333333,4015.692533333333,0.51479375,288.29973387096777,294.7978447580645,282.67023185483873,4.688568548387098,67.58165322580645,7.227556451612903,4.327796370967742,5424.114750000001,0.7055302419354839,295.4423125,301.7271395833333,289.2307895833334,2.23945,61.89375,6.824622916666667,3.846652083333333,7221.823575,1.17135625,296.78647782258065,302.3224052419355,291.51736895161287,4.293665322580645,74.43588709677418,5.006104838709677,2.6196794354838717,6683.450000000001,0.8464153225806451,293.1392741935484,299.08145564516127,288.0421995967742,3.3377459677419354,75.94092741935484,4.67923185483871,2.542792338709677,5242.804637096774,0.6609576612903225,292.60960416666666,299.92560625,286.48355208333334,1.8117208333333328,68.75145833333333,5.747322916666667,2.959270833333333,4952.706666666667,0.8856645833333334,285.4526471774193,291.3438245967742,281.3488971774193,6.069413306451613,71.81189516129032,8.279112903225805,4.608574596774194,2241.730443548387,0.4923306451612903,276.15748958333336,281.5613020833333,271.7746333333333,1.078075,71.35416666666667,7.432445833333333,4.2324125,1778.8352083333334,0.2499916666666666,268.84346975806454,274.0515443548387,264.59811693548386,0.7292237903225807,68.85161290322581,7.469604838709677,4.500647177419355,1728.7159274193548,0.1818306451612903,215.3,CORN,EAST CENTRAL
2017,IOWA,BLACK HAWK,269.03389032258065,272.01040430107525,266.5471548387097,3.1295010752688173,85.27935483870968,7.143729032258064,4.290776344086021,956.4286021505376,0.0576064516129032,274.3670333333333,280.37241666666665,270.1311857142857,1.3008357142857143,77.50833333333334,7.771621428571429,4.449366666666666,2877.165,0.18,275.51790537634406,280.7759827956989,271.9072817204301,2.003754838709677,72.27376344086022,8.15558064516129,5.140877419354839,2790.93247311828,0.2162172043010752,284.16493777777777,290.02456,279.40189555555554,3.186495555555556,70.55933333333334,7.479128888888889,4.531162222222222,3447.6644777777774,0.4862688888888888,288.0404494623656,294.5561806451613,282.53017634408604,4.537948387096774,69.01505376344086,7.076511827956989,4.282627956989248,4924.790139784946,0.6667569892473117,295.3174688888889,301.7628511111111,289.1031844444445,4.855144444444445,61.82355555555555,6.818253333333333,3.8945177777777777,6785.319811111111,1.1886177777777778,296.5208580645161,302.0219053763441,291.1797978494624,2.848832258064516,76.31806451612904,4.852802150537634,2.6002279569892472,6375.122365591397,0.7824451612903226,292.89195913978494,298.8872193548387,287.7855225806452,3.630565591397849,76.91268817204302,4.652393548387097,2.550268817204301,4933.35182795699,0.6355892473118279,292.3359844444444,299.49400222222226,286.1868866666667,2.611302222222222,70.90133333333333,5.818386666666666,3.034511111111111,4654.786,0.8165444444444444,285.04862150537633,290.7775032258064,281.1935698924731,6.009774193548387,74.2563440860215,8.124617204301076,4.4757612903225805,1946.624301075269,0.4474709677419355,275.72068666666667,280.9136844444444,271.72063777777777,1.1302022222222223,74.91111111111111,7.284302222222222,4.211777777777778,1722.3391111111112,0.2078333333333333,268.50910537634405,273.3014924731183,264.63609462365594,0.7002709677419354,71.46279569892472,7.353232258064517,4.401767741935483,1585.601505376344,0.1576623655913978,209.2,CORN,NORTHEAST
2017,IOWA,BOONE,269.3793413978495,272.5631962365592,266.776559139785,2.476706989247312,84.89086021505376,7.13358870967742,4.267145161290323,1089.5115591397848,0.0624220430107526,274.78786904761904,281.2348125,270.24481845238097,1.5176279761904763,76.98125,7.679017857142857,4.43446130952381,2884.3074404761905,0.1972619047619047,276.36484677419355,281.9159327956989,272.69839247311825,2.308817204301075,71.29435483870968,8.257849462365591,5.2746263440860215,2532.708333333333,0.2596747311827957,284.34856666666667,290.3906888888889,279.7341944444444,3.835277777777778,71.54277777777779,7.506194444444445,4.659686111111111,3277.672255555556,0.4711833333333333,289.0181155913979,295.95250268817205,283.3348978494624,5.804231182795699,67.40806451612903,7.392661290322581,4.493051075268817,5401.962397849463,0.7503010752688173,296.1053444444444,302.66325277777776,289.8422388888889,1.9080694444444444,61.69361111111111,6.8259694444444445,3.972463888888889,7231.328922222222,1.224561111111111,297.6524489247312,303.4687822580645,292.4356693548387,4.244704301075268,76.07903225806452,4.857975806451613,2.692333333333333,6755.654838709677,0.8410268817204302,293.4028064516129,299.3316209677419,288.5708629032258,9.629274193548389,79.06612903225806,4.637241935483871,2.477075268817204,4735.487365591398,0.5831827956989247,292.95658055555555,299.7844277777777,287.4054222222222,4.082133333333333,73.03361111111111,5.843644444444444,3.1557527777777774,4709.170277777778,0.7704444444444445,285.0772768817204,290.885061827957,280.8620806451613,4.756779569892473,72.34059139784947,8.028884408602151,4.579534946236559,2121.682795698925,0.4491344086021505,276.4038805555556,282.2117111111112,271.86166944444443,0.6020472222222222,70.97083333333333,7.418402777777778,4.413380555555555,1881.2363888888888,0.2535138888888888,269.2131317204301,274.2395967741936,265.11510752688173,1.0851747311827955,68.34569892473118,7.88183064516129,4.736991935483871,1620.0706989247312,0.1912392473118279,192.4,CORN,CENTRAL
2017,IOWA,BREMER,268.1590443548387,271.1533508064516,265.54308064516124,3.5786935483870965,85.33951612903226,6.88971370967742,4.111008064516129,1014.9903225806452,0.0523266129032258,273.70878571428574,279.27283928571427,269.72992857142856,1.7431205357142858,79.91160714285715,7.920991071428571,4.5050357142857145,2823.46875,0.1453392857142857,274.8474072580645,279.7135564516129,271.4778427419355,1.8836129032258069,74.54596774193548,8.451540322580644,5.261612903225807,2729.8975806451613,0.182633064516129,283.76655833333336,289.38730000000004,279.157475,3.6017208333333333,71.75583333333334,7.549708333333333,4.574879166666666,3287.863783333333,0.4465791666666667,287.6707258064516,294.0078548387097,282.30841532258063,4.588637096774193,69.83870967741936,7.128318548387097,4.289842741935484,4886.929064516129,0.6340362903225806,294.6980625,300.9397375,288.6341791666666,5.574304166666667,64.35041666666667,6.8003583333333335,3.873020833333333,6663.690033333333,1.0696291666666666,295.97773790322583,301.3526330645161,290.8387016129032,3.069197580645161,78.54798387096774,4.864471774193548,2.654693548387097,6037.933467741936,0.6843790322580645,292.51437500000003,298.1679516129032,287.69587903225806,2.477342741935484,78.74758064516129,4.77841935483871,2.63908870967742,4964.904032258064,0.5660725806451613,291.85897916666664,298.8171958333333,285.9233708333333,2.52225,73.3325,6.0397875,3.1614875,4674.941666666667,0.7271791666666666,284.5287661290323,289.9905201612904,280.8574516129032,6.363641129032258,76.22620967741935,8.096479838709676,4.446012096774194,1884.9012096774195,0.3926612903225806,275.2107958333333,280.2323333333333,271.33410416666663,0.8076208333333333,76.80708333333334,7.327620833333333,4.272716666666667,1690.1716666666666,0.1820208333333333,267.8888427419355,272.50585080645163,264.21710483870964,0.8279193548387097,73.19959677419355,7.406322580645162,4.390076612903226,1523.3975806451613,0.1366048387096774,212.7,CORN,NORTHEAST
2017,IOWA,BUCHANAN,268.9135440860215,271.7734946236559,266.49475913978495,2.861584946236559,85.25311827956989,7.1940838709677415,4.2929655913978495,943.8350537634408,0.0566430107526881,274.2412333333333,280.3043,269.9662666666666,1.1643119047619048,76.71976190476191,7.876128571428572,4.468042857142857,2831.404761904762,0.1840928571428571,275.53925161290323,280.7139419354839,271.848464516129,1.9702365591397848,71.5552688172043,8.392518279569893,5.264541935483871,2834.8954838709674,0.2207548387096774,284.1368333333333,290.0591333333333,279.29757111111115,3.684048888888889,70.4708888888889,7.640535555555555,4.644633333333333,3464.241144444444,0.4862266666666666,287.7794215053764,294.1811053763441,282.4256451612903,5.000666666666667,69.56129032258065,7.143120430107527,4.282443010752688,4797.750569892473,0.6472301075268817,294.90817333333337,301.21408,288.80059111111115,4.510626666666666,62.97,6.633604444444444,3.7531222222222222,6574.486255555556,1.1264888888888889,296.037911827957,301.49474623655914,290.8246193548387,3.777795698924731,77.04860215053763,4.797374193548387,2.564924731182796,6159.185806451613,0.7317978494623656,292.6482172043011,298.40417849462364,287.5967225806452,2.023070967741935,77.15591397849462,4.662918279569893,2.575825806451613,5007.506236559139,0.6106064516129033,292.07225111111114,299.23825555555555,285.90898888888887,2.0504111111111114,70.90422222222223,5.747113333333333,3.007382222222222,4712.308222222223,0.8080422222222223,284.9233139784946,290.5198043010753,281.0872602150538,7.276651612903226,75.59806451612903,8.100303225806451,4.462817204301075,1919.396989247312,0.4179849462365591,275.64676444444444,280.59564666666665,271.83386,1.180668888888889,75.6591111111111,7.321291111111111,4.184468888888889,1691.156888888889,0.1982977777777777,268.3832967741935,273.0840860215054,264.8046,0.6404150537634409,71.84430107526882,7.36310752688172,4.33187311827957,1538.480430107527,0.150410752688172,221.3,CORN,NORTHEAST
